species,cornell_sample_id,batch_id,run_id,source,sample_type,collection_date,year,doy,age,sex,feather,state,county,town,latitude,longitude,weight_mg,h2_amp,percent_h,d2h_vs_vsmow_original,d2h_vs_vsmow_2017,comments
MALL,M621777,batch3,run_1,wingbee,feather,11/23/2021,2021,327,ahy,male,P1,WI,Polk,NA,NA,NA,0.333,7102,5.762677104461012,-119.2311953,-90.32355817,NA
MALL,M623298,batch3,run_1,wingbee,feather,10/7/2021,2021,280,ahy,female,P1,WI,Brown,NA,NA,NA,0.365,7677,5.688026562483464,-94.26039401,-69.05731246,NA
MALL,M623338,batch3,run_1,wingbee,feather,11/8/2021,2021,312,ahy,male,P1,WI,Vernon,NA,NA,NA,0.382,8240,5.831954100338365,-138.4760329,-106.7133185,NA
MALL,M623751,batch3,run_1,wingbee,feather,10/21/2021,2021,294,ahy,female,P1,WI,Marathon,NA,NA,NA,0.353,7609,5.817437393645054,-70.59881687,-48.90606028,NA
MALL,M628461,batch3,run_1,wingbee,feather,12/5/2021,2021,339,ahy,male,P1,WI,Buffalo,NA,NA,NA,0.412,8828,5.768340742259852,-159.8256565,-124.8956081,NA
MALL,M630243,batch3,run_1,wingbee,feather,10/23/2021,2021,296,ahy,female,P1,WI,Winnebago,NA,NA,NA,0.39,8207,5.610238246566737,-86.27923516,-62.26020237,NA
MALL,M630244,batch3,run_1,wingbee,feather,10/23/2021,2021,296,ahy,male,P1,WI,Winnebago,NA,NA,NA,0.329,7796,6.344200343,-171.4412366,-134.7879531,NA
MALL,M630265,batch3,run_1,wingbee,feather,11/1/2021,2021,305,ahy,male,P1,WI,Crawford,NA,NA,NA,0.411,8662,5.690321399007752,-118.4971216,-89.69838839,NA
MALL,M630274,batch3,run_1,wingbee,feather,11/17/2021,2021,321,ahy,female,P1,WI,Crawford,NA,NA,NA,0.395,8458,5.738829995355301,-112.6396681,-84.70992025,NA
MALL,M630275,batch3,run_1,wingbee,feather,11/18/2021,2021,322,ahy,male,P1,WI,Crawford,NA,NA,NA,0.355,7633,5.760860733783845,-88.45023902,-64.10912588,NA
MALL,M630440,batch3,run_1,wingbee,feather,11/5/2021,2021,309,ahy,female,P1,WI,Fond Du Lac,NA,NA,NA,0.378,7929,5.630649179843032,-82.93617301,-59.41310185,NA
